bucket_start,price_open,price_high,price_low,price_close,price_vwap,price_unit,price_source,price_trade_count,price_staleness_seconds,tvl_token_close,tvl_usd_close,tvl_snapshot_block,volume_token,volume_usd,swap_count,active_trader_count,liquidity_added_token,liquidity_removed_token,net_lp_flow_token,lp_add_event_count,lp_remove_event_count,active_lp_count,lp_identity_coverage,withdrawal_amount_coverage,price_return,tvl_change,net_lp_flow_ratio,withdrawal_ratio,volume_turnover,close_vwap_gap,measured_pool_count,verified_pool_count,data_coverage,is_imputed
2026-05-06T05:00:00+00:00,0.517806614152188,0.533424543888014,0.48477055363291094,0.5098969847283892,0.5038189738445069,WETH,pool_swap_ratio,49,37,42.419861130370016,,25034047,11.165247272773817,,49,15,0.0,0.0,0.0,0,0,0,,,,,,,,0.012063878494893876,1,1,price=observed;tvl=observed;lp_amount=none,False
2026-05-06T06:00:00+00:00,0.5118836144726248,0.5303210522268528,0.5089920313447848,0.5184140993127727,0.520356857388503,WETH,pool_swap_ratio,24,61,43.5130499562561,,25034343,2.8762648750286015,,24,10,0.0,0.0,0.0,0,0,0,,,0.016565627829768954,0.02544421665008531,0.0,0.0,0.06780467447050109,-0.003733511047553706,1,1,price=observed;tvl=observed;lp_amount=none,False
2026-05-06T07:00:00+00:00,0.5280845648050095,0.5280845648050095,0.49322322414402076,0.5084348345983731,0.5072806195240694,WETH,pool_swap_ratio,37,241,44.07431524371184,,25034628,6.533247849526325,,37,12,0.0,0.0,0.0,0,0,0,,,-0.01943728735578787,0.012816299904095019,0.0,0.0,0.15014456251846822,0.002275298976307294,1,1,price=observed;tvl=observed;lp_amount=none,False
2026-05-06T08:00:00+00:00,0.5182330964446314,0.5187754050778001,0.43894471579152017,0.4538558637357237,0.46364148460305277,WETH,pool_swap_ratio,105,13,48.220526420842724,,25034947,39.83025066980111,,105,30,0.0,0.0,0.0,0,0,0,,,-0.11355738818548419,0.08990759775535336,0.0,0.0,0.9037066248121408,-0.02110600796584683,1,1,price=observed;tvl=observed;lp_amount=none,False
2026-05-06T09:00:00+00:00,0.4576150390743127,0.5158566395993871,0.4485942554663387,0.4765423722603789,0.4834429310867735,WETH,pool_swap_ratio,54,157,38.87737012611593,,25035235,9.988003265730447,,54,14,0.0,0.0,0.0,0,0,0,,,0.0487769762116427,-0.2153724532424819,0.0,0.0,0.2071317757620592,-0.014273781624818183,1,1,price=observed;tvl=observed;lp_amount=none,False
2026-05-06T10:00:00+00:00,0.48524245029608293,0.5225053795162448,0.47558614544223327,0.5112562901911039,0.5067277327963529,WETH,pool_swap_ratio,28,217,36.43858334500905,,25035529,3.8679323853095955,,28,9,0.0,0.0,0.0,0,0,0,,,0.07031436774661722,-0.06478414125111598,0.0,0.0,0.0994905872686925,0.008936865108527536,1,1,price=observed;tvl=observed;lp_amount=none,False
2026-05-06T11:00:00+00:00,0.5079577417669078,0.5079577417669078,0.4891702388985907,0.5017742093051295,0.4988586346117914,WETH,pool_swap_ratio,20,157,45.438554081781014,,25035834,3.6297149050790023,,20,9,0.0,0.0,0.0,0,0,0,,,-0.01872077458495598,0.22073275825909483,0.0,0.0,0.09961185567265364,0.0058444907856651795,1,1,price=observed;tvl=observed;lp_amount=none,False
2026-05-06T12:00:00+00:00,0.5037863210895331,0.5121558856948595,0.4886710788228441,0.49505241133709316,0.4986282818090204,WETH,pool_swap_ratio,16,145,37.56490846816754,,25036134,2.394115926061851,,16,9,0.0,0.0,0.0,0,0,0,,,-0.013486597795930692,-0.19029062433050267,0.0,0.0,0.05268908693161503,-0.007171415265403769,1,1,price=observed;tvl=observed;lp_amount=none,False
2026-05-06T13:00:00+00:00,0.48216079696087505,0.49244943843328115,0.4502456818091874,0.48463494808656066,0.47050764355661484,WETH,pool_swap_ratio,39,229,36.4926940581871,,25036425,8.30171528903692,,39,16,0.0,0.0,0.0,0,0,0,,,-0.021267715281933577,-0.028958251428967113,0.0,0.0,0.2209965531014613,0.03002566424459352,1,1,price=observed;tvl=observed;lp_amount=none,False
2026-05-06T14:00:00+00:00,0.49381553617755125,0.5011287056477542,0.4553179102933952,0.4735919474046998,0.4747913062051599,WETH,pool_swap_ratio,29,85,35.743957504711375,,25036735,4.802101368612029,,29,13,0.0,0.0,0.0,0,0,0,,,-0.023049842691697926,-0.0207308437566573,0.0,0.0,0.13159076063157038,-0.0025260757406158074,1,1,price=observed;tvl=observed;lp_amount=none,False
2026-05-06T15:00:00+00:00,0.47408642403617274,0.4824465989111235,0.4595277497700676,0.4595277497700676,0.47164220194265455,WETH,pool_swap_ratio,18,1,32.50760255728242,,25037042,2.454520643872971,,18,5,0.0,0.0,0.0,0,0,0,,,-0.030146749277077313,-0.09490724718814754,0.0,0.0,0.06866952668991516,-0.025685683178240937,1,1,price=observed;tvl=observed;lp_amount=none,False
2026-05-06T16:00:00+00:00,0.45673750413147185,0.4856556457670836,0.4542196445591277,0.4856556457670836,0.4670172488889936,WETH,pool_swap_ratio,19,217,31.238764866120263,,25037323,3.474370426451289,,19,8,0.0,0.0,0.0,0,0,0,,,0.055300493755497955,-0.03981419956509274,0.0,0.0,0.10687870384563175,0.03990944000982766,1,1,price=observed;tvl=observed;lp_amount=none,False
2026-05-06T17:00:00+00:00,0.49077029679487816,0.4981320544647652,0.487399654228097,0.487399654228097,0.49229805383724673,WETH,pool_swap_ratio,4,457,31.076828724370593,,25037601,0.7556428429740298,,4,2,0.0,0.0,0.0,0,0,0,,,0.0035846068121260883,-0.005197302855890393,0.0,0.0,0.024189267604288536,-0.009950069009960205,1,1,price=observed;tvl=observed;lp_amount=none,False
2026-05-06T18:00:00+00:00,0.48320154764082274,0.5275177887971146,0.48320154764082274,0.5007209987329477,0.5140615732383819,WETH,pool_swap_ratio,27,301,29.393758725078712,,25037914,6.378553708425646,,27,10,0.0,0.0,0.0,0,0,0,,,0.026964625438503864,-0.05568012085235421,0.0,0.0,0.20525111377994484,-0.025951316340168895,1,1,price=observed;tvl=observed;lp_amount=none,False
2026-05-06T19:00:00+00:00,0.49789890753475335,0.49821918965202,0.4780447264865434,0.4780447264865434,0.48839661562852965,WETH,pool_swap_ratio,11,61,31.55987848556748,,25038234,1.5980510773187315,,11,8,0.0,0.0,0.0,0,0,0,,,-0.04634475903855594,0.07110428215740683,0.0,0.0,0.05436702030064895,-0.021195661089223883,1,1,price=observed;tvl=observed;lp_amount=none,False
2026-05-06T20:00:00+00:00,0.4727722053705069,0.5183223078852925,0.4727722053705069,0.5138068674170583,0.5019280110220864,WETH,pool_swap_ratio,10,217,28.957126207207764,,25038519,2.281645695667213,,10,5,0.0,0.0,0.0,0,0,0,,,0.07214315235120744,-0.08607031628602042,0.0,0.0,0.07229576934875155,0.023666454419992933,1,1,price=observed;tvl=observed;lp_amount=none,False
2026-05-06T21:00:00+00:00,0.5109935751406525,0.5114805667746187,0.49964694125005604,0.49964694125005604,0.5045625576060112,WETH,pool_swap_ratio,8,157,29.4712219688304,,25038823,0.5184298617703262,,8,4,0.0,0.0,0.0,0,0,0,,,-0.027945719016866325,0.017597931312760644,0.0,0.0,0.017903360231972296,-0.009742332802652243,1,1,price=observed;tvl=observed;lp_amount=none,False
2026-05-06T22:00:00+00:00,0.5096224055129458,0.5096224055129458,0.484718308949464,0.484718308949464,0.4944526910387841,WETH,pool_swap_ratio,7,1,30.079835085688032,,25039134,0.8280132371175476,,7,5,0.0,0.0,0.0,0,0,0,,,-0.030333815589514937,0.02044075581312944,0.0,0.0,0.028095653379872673,-0.019687185985112876,1,1,price=observed;tvl=observed;lp_amount=none,False
