address,balance_raw,balance_decimal,is_pool,pool_label,is_contract,address_type,resolved_owner,resolution_method,tx_count,first_seen_block,last_seen_block,query_timestamp
0x0A7666d6A33343F81596F8405629e4EaE9607Bed,4220956978559287196320,4220.956979,False,,False,eoa,,eoa,1,19600583,19600583,1785910732
0x4Eee5bAe4647E98DC4F14e1D585D2E4c66BBb354,3463325815250393238957,3463.325815,False,,False,eoa,,eoa,1,19600987,19600987,1785910732
0x50e29dBd1607aD2A564D07c8f7A42d82761E9fFC,3031771447577769746331,3031.771448,False,,False,eoa,,eoa,1,19600987,19600987,1785910732
0x545dCE4A3F13aDBA66054dE1EE05F2DB9b83E50B,2629328065660056618111,2629.328066,False,,False,eoa,,eoa,1,19604236,19604236,1785910732
0x1590de9E692aA78B9F6c0B9066ed6c48847234B8,2122475224194595668422,2122.475224,False,,False,eoa,,eoa,1,19602707,19602707,1785910732
0x393683e4e88F8183992d9829672F4CCf3Fd2A5b2,2066288503675179443780,2066.288504,False,,False,eoa,,eoa,1,19604905,19604905,1785910732
0x2c97b477d894466605b3f04DD0aAE335a0268129,1983735858612253121392,1983.735859,False,,False,eoa,,eoa,1,19600769,19600769,1785910732
0x550909D72cc252f1EcCaE657eA2fcff2e8e7bE93,1811290440471729145683,1811.29044,False,,False,eoa,,eoa,1,19600365,19600365,1785910732
0x21DB951c0d5D749DD2de0aeF35690d1148290DeB,1060012085111139167598,1060.012085,False,,False,eoa,,eoa,1,19606398,19606398,1785910732
0x448a98CA1FC7bD3f1a638a6A1a12B898aae28912,1003239361632018537642,1003.239362,False,,False,eoa,,eoa,1,19600482,19600482,1785910732
0x5c50834039C835037B5171Bfdb0691196ce8c01d,963707328316870729351,963.707328,False,,False,eoa,,eoa,1,19600035,19600035,1785910732
0x2bBa161D628b3Bc211be65e93eC3c8B55b2f3d4B,495588972551762650014,495.588973,False,,False,eoa,,eoa,1,19601775,19601775,1785910732
0x1B06FB280Cc3C8B5C40Cfc9FEE2e8Ab401538B32,391986188798286274417,391.986189,False,,False,eoa,,eoa,1,19604854,19604854,1785910732
0x00000000A991C429eE2Ec6df19d40fe0c80088B8,449234062830206976,0.449234,False,,True,contract,,contract_no_owner_lookup,2,19606134,19606134,1785910732
0x429Cf888dAE41D589D57F6Dc685707beC755fe63,5631698557468672,0.005632,False,,True,contract,,contract_no_owner_lookup,2,19600733,19600733,1785910732
0xcf06A5d47fb01FcA528Baa474a4953f9F92ee333,749662932828457,0.00075,False,,False,eoa,,eoa,2,19600718,19600721,1785910732
0x906f31eB6331b6d069cAC3A7158FFeD09BC93D38,271093,0.0,False,,False,eoa,,eoa,2,19600716,19600718,1785910732
0x1111111254EEB25477B68fb85Ed929f73A960582,1,0.0,False,,True,contract,,contract_no_owner_lookup,8,19600287,19606134,1785910732
0x0a6c69327d517568E6308F1E1CD2fD2B2b3cd4BF,1,0.0,False,,False,eoa,,eoa,6,19600557,19603485,1785910732
0xE37e799D5077682FA0a244D46E5649F71457BD09,1,0.0,False,,True,contract,,contract_no_owner_lookup,6,19604570,19604944,1785910732
0x22F9dCF4647084d6C31b2765F6910cd85C178C18,0,0.0,False,,True,contract,,contract_no_owner_lookup,48,19600736,19606398,1785910732
0x74de5d4FCbf63E00296fd95d33236B9794016631,0,0.0,False,,True,contract,,contract_no_owner_lookup,18,19601556,19605440,1785910732
0x6eE4722d9B32b35755e281Dcd92bda7Cd71551F2,0,0.0,False,,False,eoa,,eoa,7,19600413,19604448,1785910732
0xB3f7B16349364589D1615F2Ca9F29f67a1878E70,0,0.0,False,,False,eoa,,eoa,6,19600385,19602960,1785910732
0x0635Cf48342199B3AE93630CE651f31e37320C6A,0,0.0,False,,False,eoa,,eoa,5,19600211,19601824,1785910732
0x7E20E121DED9ED7c67b4971eeD536E8F82873DF3,0,0.0,False,,False,eoa,,eoa,5,19600291,19604745,1785910732
0x2D1c7d25C3d030BaA01AfA448cDeecA5102C81BE,0,0.0,False,,False,eoa,,eoa,3,19600485,19603454,1785910732
0x00000000009726632680FB29d3F7A9734E3010E2,0,0.0,False,,True,contract,,contract_no_owner_lookup,2,19603426,19603426,1785910732
0x111111125421cA6dc452d289314280a0f8842A65,0,0.0,False,,True,contract,,contract_no_owner_lookup,2,19604573,19604573,1785910732
0x2F2dD99235Cb728fc79Af575f1325Eaa270f0C99,0,0.0,False,,True,contract,,contract_no_owner_lookup,2,19602482,19602482,1785910732
0x66965eB19Cb7be0825112585996d7702953E48b5,0,0.0,False,,False,eoa,,eoa,2,19603377,19603425,1785910732
0x69460570c93f9DE5E2edbC3052bf10125f0Ca22d,0,0.0,False,,True,contract,,contract_no_owner_lookup,2,19603901,19603901,1785910732
0x6CD6853f51862F3295aC5dAA5b07265dF6ad3026,0,0.0,False,,False,eoa,,eoa,2,19602845,19602997,1785910732
0x894D5E8f6cE008b71a0cBa883662fd721B9a195a,0,0.0,False,,False,eoa,,eoa,2,19604488,19605924,1785910732
0xB43Ba34e814F1a4fA6C2cc6E3037a6cD51C9bB1C,0,0.0,False,,False,eoa,,eoa,2,19600734,19600736,1785910732
0xED243F5A2dE171b5CA0d51B8116Aa3cDB0084415,0,0.0,False,,False,eoa,,eoa,2,19605426,19605440,1785910732
0xf1a5595ed25Fc44DfD0699a62E75F9A3Ea77177B,0,0.0,False,,False,eoa,,eoa,2,19605920,19605989,1785910732
0x043dD28DEdAF4209E7aA7eD460E2A45e0915b7EB,0,0.0,False,,False,eoa,,eoa,1,19603426,19603426,1785910732
0x207c065df2716664a45044633d490F09cda61772,0,0.0,False,,False,eoa,,eoa,1,19604944,19604944,1785910732
0x3351C98c3EA366B6AFEd4964B337967f981cc897,0,0.0,False,,False,eoa,,eoa,1,19601556,19601556,1785910732
0x48a8250B961B880755D37B1DdD1D0d59DdAe80eC,0,0.0,False,,False,eoa,,eoa,1,19606171,19606171,1785910732
0x4c2C7024bC4316bff5a3B9bD5b6f023c75a8554F,0,0.0,False,,False,eoa,,eoa,1,19605437,19605437,1785910732
0x4Cf88639A1995Cb20d4CDd7170E197e620c5aE92,0,0.0,False,,False,eoa,,eoa,1,19601381,19601381,1785910732
0x5707EE675a859aA185fC088a045E554c42976d01,0,0.0,False,,False,eoa,,eoa,1,19603377,19603377,1785910732
0x65A023de354f1012f6716fB2b3686D1f850D2185,0,0.0,False,,False,unknown,,skipped_rpc,1,19600083,19600083,1785910732
0x69824E443E7E6911F7Ad5aaD23d3f7bDe39b90e9,0,0.0,False,,False,unknown,,skipped_rpc,1,19605986,19605986,1785910732
0x6a13c5B9C952bD958521F5bfC6c70457DBEa1F04,0,0.0,False,,False,unknown,,skipped_rpc,1,19600921,19600921,1785910732
0x6E3E9a078E1671b92B7c5F4512c9568cc087235b,0,0.0,False,,False,unknown,,skipped_rpc,1,19603022,19603022,1785910732
0x6e7978Dea681F867a1AC9f6EcD602e46D75bD655,0,0.0,False,,False,unknown,,skipped_rpc,1,19602225,19602225,1785910732
0x73f8672B4159e67c9b7d9dc55b9941A63e1F220F,0,0.0,False,,False,unknown,,skipped_rpc,1,19602808,19602808,1785910732
0x74cA34044282eb9cE7937D4bf486EaB1021613e1,0,0.0,False,,False,unknown,,skipped_rpc,1,19606020,19606020,1785910732
0x7657aaF0148E8909cB3ef2F34453A8dA88E61E2C,0,0.0,False,,False,unknown,,skipped_rpc,1,19603264,19603264,1785910732
0x783F76d7D3AdaFd9C77dAde7dfEa0E6c22f4edd1,0,0.0,False,,False,unknown,,skipped_rpc,1,19602144,19602144,1785910732
0x7B6Ac4A37d28615582BF410b185ebc39E3b4Be50,0,0.0,False,,False,unknown,,skipped_rpc,1,19605637,19605637,1785910732
0x83e52b6187c142b313aBc34ea4083e29A4AbCAAd,0,0.0,False,,False,unknown,,skipped_rpc,1,19603483,19603483,1785910732
0x8e5501F0C124836Bb24f6fBE8C5EeDEef97b2DaD,0,0.0,False,,False,unknown,,skipped_rpc,1,19603863,19603863,1785910732
0x9bD1212F3039EA09ceC7c127d0A1E78241884b87,0,0.0,False,,False,unknown,,skipped_rpc,1,19602482,19602482,1785910732
0x9C51ff53E842eEEC93F9d5eFBF52F6a02591755C,0,0.0,False,,False,unknown,,skipped_rpc,1,19602845,19602845,1785910732
0x9E0ea38A327C0a4A69d2FC03D4e3418a4665320d,0,0.0,False,,False,unknown,,skipped_rpc,1,19602812,19602812,1785910732
0xA1F49478664A70cb04DAF926d645Ed15Fd55F2ff,0,0.0,False,,False,unknown,,skipped_rpc,1,19602169,19602169,1785910732
0xA5acA5384505798a84ed116516F48a503F9F4b7C,0,0.0,False,,False,unknown,,skipped_rpc,1,19602971,19602971,1785910732
0xa617742fC44424C6fA9124968442f307C693A5A8,0,0.0,False,,False,unknown,,skipped_rpc,1,19603597,19603597,1785910732
0xAA65CaEa64DFb6BD1eA5b99b7b22c9489a9d78D1,0,0.0,False,,False,unknown,,skipped_rpc,1,19603995,19603995,1785910732
0xaFd7029d3Ad2258c8AF367581ed9a48fdc50B1f9,0,0.0,False,,False,unknown,,skipped_rpc,1,19603490,19603490,1785910732
0xb3c5B345ed600e778d1eE23a6Ad6B82eAF88AE3C,0,0.0,False,,False,unknown,,skipped_rpc,1,19601793,19601793,1785910732
0xB63fd7e4520E6C3eBaca2e6142c37f212dFB707C,0,0.0,False,,False,unknown,,skipped_rpc,1,19601803,19601803,1785910732
0xb87097c8eACC6602B1b681aC4868585676D580F7,0,0.0,False,,False,unknown,,skipped_rpc,1,19602370,19602370,1785910732
0xBAA72b6A59D4395e1E610005c1c507C7DC16CA39,0,0.0,False,,False,unknown,,skipped_rpc,1,19604570,19604570,1785910732
0xbC1F60477cfE9C4afB1350DB0A075511e8b2DEfa,0,0.0,False,,False,unknown,,skipped_rpc,1,19605082,19605082,1785910732
0xc2aBaDEE440bE0f54AcB90cF8aeEF807efc5aA14,0,0.0,False,,False,unknown,,skipped_rpc,1,19606201,19606201,1785910732
0xC40961A6113b14C71b315F0440C1C7B1FeF911B5,0,0.0,False,,False,unknown,,skipped_rpc,1,19602971,19602971,1785910732
0xC53c0aC24eebceF2D48226B385856D7d236ABab1,0,0.0,False,,False,unknown,,skipped_rpc,1,19606134,19606134,1785910732
0xd6574B7c935eA1cAa649964368e7A17680FDAE01,0,0.0,False,,False,unknown,,skipped_rpc,1,19603245,19603245,1785910732
0xd8F3398d2AF152078041B4c06b7A081cC8f7552b,0,0.0,False,,False,unknown,,skipped_rpc,1,19603863,19603863,1785910732
0xd8F66575fD27Beb28D44bc63dF38801EAD126ca1,0,0.0,False,,False,unknown,,skipped_rpc,1,19603302,19603302,1785910732
0xdC88372f53b490A545d7767aA1a87120c4E8d918,0,0.0,False,,False,unknown,,skipped_rpc,1,19600365,19600365,1785910732
0xE14f2ac8B3CfA8268287Bd12B0ba3140941D8E62,0,0.0,False,,False,unknown,,skipped_rpc,1,19604293,19604293,1785910732
0xe358965617F076120E881fC979E38131Cb236Fd2,0,0.0,False,,False,unknown,,skipped_rpc,1,19603792,19603792,1785910732
0xE50F30Fd50f60B3f16Fb40b939D2B999625eA1d7,0,0.0,False,,False,unknown,,skipped_rpc,1,19600287,19600287,1785910732
0xE569d513307E2cbCd6ACa84175A6b2eDd5e314E3,0,0.0,False,,False,unknown,,skipped_rpc,1,19600721,19600721,1785910732
0xe803d798406B6651c91dc6CB3D399a007C75503F,0,0.0,False,,False,unknown,,skipped_rpc,1,19605543,19605543,1785910732
0xE8DD76953b94ac674d56DB20ac5BC9543047B5Ee,0,0.0,False,,False,unknown,,skipped_rpc,1,19603119,19603119,1785910732
0xE9022293B2799F63b58E11a387D6Da80E85a14b3,0,0.0,False,,False,unknown,,skipped_rpc,1,19601652,19601652,1785910732
0xe96054e3ac02144254F8a1E0744311c8dBe4a9f2,0,0.0,False,,False,unknown,,skipped_rpc,1,19603022,19603022,1785910732
0xE99b1645222F0555562f639379b85CFda32419B8,0,0.0,False,,False,unknown,,skipped_rpc,1,19603344,19603344,1785910732
0xecbE9879Ec62AeF3Eb1ad0f27488a647D36Fae18,0,0.0,False,,False,unknown,,skipped_rpc,1,19604081,19604081,1785910732
0xEEd9e076561480feCe3561aBE1309114Bf081F30,0,0.0,False,,False,unknown,,skipped_rpc,1,19605426,19605426,1785910732
0xeeF636cF9d1457Ae8BC85164674A2Ba7d9540344,0,0.0,False,,False,unknown,,skipped_rpc,1,19605920,19605920,1785910732
0xf415842D303C28edd1eafd41A481A46378d73bcA,0,0.0,False,,False,unknown,,skipped_rpc,1,19600804,19600804,1785910732
0xF6f3E10DEC0CF5D6dd45ead582E8dAc572AF4C49,0,0.0,False,,False,unknown,,skipped_rpc,1,19601381,19601381,1785910732
0xf8b3b9334E78CCD7e34BD720C32C315460D57155,0,0.0,False,,False,unknown,,skipped_rpc,1,19603424,19603424,1785910732
0xFC65a9737bF5a7E8FFE5Abbe1D80dD99cC36A23F,0,0.0,False,,False,unknown,,skipped_rpc,1,19606187,19606187,1785910732
0xfE6F1aab25D527511670fdBE0590f58985390B61,0,0.0,False,,False,unknown,,skipped_rpc,1,19605989,19605989,1785910732
